Anthropology of Affect and Materiality,Koenraad Stroeken,5,A005381
Anthropology of Love and Intimate Connections,Aymon Kreil,5,A005644
"Aanvullingen in psychiatrie, meer bepaald in volwassenpsychiatrie, deel 1",Gilbert Lemmens,6,D002617
"Aanvullingen in radiotherapie-oncologie, deel 1",Tom Boterberg,6,D002624
"Aanvullingen in radiotherapie-oncologie, deel 2",Yolande Lievens,6,D002762
Aanvullingen in reumatologie,Filip Van den Bosch,6,D002765
"Aanvullingen in röntgendiagnose, deel 1",Koenraad Verstraete,6,D002635
"Aanvullingen in röntgendiagnose, deel 2",Koenraad Verstraete,6,D002768
"Aanvullingen in stomatologie en mond-, kaak- en aangezichtschirurgie, deel 1",Renaat Coopman,6,D002825
"Aanvullingen in stomatologie en mond-, kaak- en aangezichtschirurgie, deel 2",Renaat Coopman,6,D002828
"Aanvullingen in urgentiegeneeskunde, deel 1",Peter De Paepe,6,D002649
"Aanvullingen in urgentiegeneeskunde, deel 2",Peter De Paepe,6,D002774
"Aanvullingen in urologie, deel 1",ANNE-FRANCOISE SPINOIT,6,D002656
"Aanvullingen in urologie, deel 2",ANNE-FRANCOISE SPINOIT,6,D002777
Aardwetenschappen,David Van Rooij,4,I002911
Aardwetenschappen,David Van Rooij,5,C004609
Academic English,Geert Jacobs,3,A003001
Academic English for Communication Science Students,Geert Jacobs,4,K001195
Academic Grant Writing,Christophe Vandeviver,4,B001792
Academic Grant Writing,Matthew Shawkey,3,C003302
Academic Internship,Anna Kaczmarek,30,C004191
Academisch schrijven,Jan Verplaetse,4,B001865
Akoestiek,Dick Botteldooren,3,D000111
Algae Culture,Taejun Han,3,I000086
Algebra I,Tom De Medts,6,C003557
Algebra II,Jari Desmet,6,C004110
Algemeen beheer,Sebastian Desmidt,6,F000739
Algemeen beheer en organisatie,Melissa De Regge,5,D012142
Algemeen beheer en organisatie in de gezondheidszorg,Melissa De Regge,5,D013786
Algemeen kader / wetgeving,Geert Coremans,4,D013173
"Algemene anamnese, diagnostiek en radiologie in de tandheelkunde",Maarten Glibert,4,D013812
Algemene beginselen van het recht,Pieter Cannoot,5,K001066
Algemene bewegingsdidactiek en didactische oefeningen,Katrien De Cocker,5,D001765
Algemene biochemie,Christophe Ampe,5,D013074
Algemene biochemie: bouwstenen van het leven,Bart Devreese,5,C003944
Algemene celbiologie,Geert Berx,5,C003945
Algemene chemie,Christophe Wille,6,I610008
Algemene chemie,Maarten Sabbe,6,E701023
Algemene chemie,Pascal Van Der Voort,11,D013793
Algemene chemie,Klaartje De Buysser,9,C003963
Algemene chemie ,Klaartje De Buysser,10,C004091
Algemene chemie I,Pieter Vermeir,6,I700199
Algemene chemie I: opbouw van de materie,Klaartje De Buysser,5,C001522
Algemene chemie II ,Pieter Vermeir,4,I700205
Algemene chemie II: veranderingen in materie,Isabel Van Driessche,5,C000424
Algemene diagnostiek en behandelingsplanning,Barbara Janssens,4,D013034
Algemene en anorganische chemie: reactiviteit en analyse,Rik Van Deun,6,I002424
Algemene en anorganische chemie: structuur,Rik Van Deun,5,I002418
Algemene en menselijke fysiologie,Wim Derave,8,D001089
Algemene farmacologie,Siska Croubels,3,G000734
Algemene fysiologie,Frank Bosmans,5,D013071
Algemene fysiologie van het menselijk lichaam,Patrick Wouters,6,D013667
Algemene heelkunde 1,Ann Martens,3,G000729
Algemene heelkunde II,Ann Martens,4,G000840
Algemene histologie,Anne Vral,4,D013811
Algemene inleiding tot de archeologie,Hans Vandendriessche,5,A003304
Algemene literatuurwetenschap I: Thema’s uit de Europese literatuurgeschiedenis,Koen De Temmerman,5,A005798
Algemene literatuurwetenschap II: Leestheorieën,Jurgen Pieters,5,A005799
Algemene medische pathologie,Marie-Angélique De Scheerder,3,D013031
"Algemene medische, kinesitherapeutische/ ergotherapeutische, logopedische, (neuro)psychologische en verpleegkundige aanpak bij personen met de ziekte van Parkinson of een verwante aandoening",Patrick Santens,4,D013475
"Algemene medische, kinesitherapeutische/ ergotherapeutische, logopedische, (neuro)psychologische en verpleegkundige aanpak bij personen met een niet-aangeboren hersenletsel ",Miet De Letter,4,D013474
Arthropoda,Marleen De Troch,3,C003181
Artificial Intelligence,Aleksandra Pizurica,6,E016350
Artificiële intelligentie,Yvan Saeys,6,C003756
Artistieke bewegingsactiviteiten I,Frederik Deconinck,6,D002869
Artistieke bewegingsactiviteiten II,Frederik Deconinck,4,D002872
Artsenijbereidkunde,Chris Vervaet,9,J000509
Assessment cognitieve en leerprocessen,Kristof Hoorelbeke,4,H002102
Assessment interpersoonlijke processen,Lesley Verhofstadt,4,H002098
Assessment ontwikkelingspsychopathologische processen,Sandra Verbeken,4,H002095
Assessment ontwikkelingsstoornissen,Herbert Roeyers,4,H002107
Assessment psychoanalytische processen,Stijn Vanheule,4,H002088
Assessmenttheorie,Johnny Fontaine,6,H002119
Astrofysische simulaties,Maarten Baes,6,C002329
Astroparticle Physics,Archisman Ghosh,6,C002349
Astrophysics from Space,Maarten Baes,4,C002851
Atelier waarneming en beeldende media 1,Wouter Davidts,3,E080711
Atelier waarneming en beeldende media 2,Asli Çiçek,3,E080912
Atmospheric Chemistry and Global Change,Crist Amelynck,3,C004457
Atmospheric Modeling,Piet Termonia,10,C004608
Atmospheric Modeling,Piet Termonia,4,C002867
Applied Statistics,Amelie Van Pottelberge,10,K001441
Applied Statistics,Louis Coussement,5,I002756
Applied Welfare Economics,Elsy Verhofstadt,3,F710294
AquaHealth Club,Annelies Declercq,6,I002928
Aquaculture Environmental Impact,Jana Asselman,3,I000928
Aquaculture Genetics,Annelies Declercq,5,I003027
Aquaculture Nutrition,Veerle Fievez,5,I002794
Aquatic Ecology,Wim Vyverman,3,C003224
Aquatic Ecotechniques,Peter Goethals,4,I002709
Aquatic Farm Management Training,Annelies Declercq,6,I003026
Aquatic Food Web Ecology,Marleen De Troch,4,C004491
Aquatic Genomics,Olivier De Clerck,6,C004490
Aquatic Microbial Community Management,Tom Defoirdt,3,I002086
Aquatic Microbial Ecology,Wim Vyverman,6,C002476
Aquatische diergeneeskunde,Annemie Decostere,3,G000789
Arabische taal- en tekststructuren: historisch denken,Jo Van Steenbergen,8,A005575
Arabische taal- en tekststructuren: literair erfgoed,Jo Van Steenbergen,7,A006634
Arabische taal- en tekststructuren: religieus denken,Islam Dayeh,8,A006640
Arabische taal- en tekststructuren: sociaal en politiek denken,Jo Van Steenbergen,7,A006639
Arabische taalverwerving: Media en Egyptisch I,Jo Van Steenbergen,8,A005475
Arabische taalverwerving: Media en Egyptisch II,Jo Van Steenbergen,7,A005476
Arabische taalverwerving: Media en Egyptisch III,Lisa Franke,8,A006641
Arabische taalverwerving: Media en Egyptisch IV,Aymon Kreil,7,A006642
Arbeid en tewerkstelling,Stijn Baert,6,F000750
"Arbeid, gezondheid en welzijn",Peter Vlerick,5,H002026
"Arbeid, gezondheid en ziekte",Lutgart Braeckman,5,D000178
Arbeidseconomie,Stijn Baert,4,F000932
Arbeidsrecht,Alexander De Becker,5,B001336
Arbeidsrecht in organisaties,Inger De Wilde,7,H002027
Arbeidsrecht voor zorgorganisaties,Alexander De Becker,6,D012569
Arbeidsrisico's en arbeidswelzijn,Alexander De Becker,4,B001747
Arbeidsverhoudingen en sociale dialoog,Katia Levecque,5,H002377
Archaeometry,Peter Vandenabeele,5,A005435
Archeobotanie en statistiek,Isabelle De Groote,3,A005578
Archeologie van Griekenland,Roald Docter,5,A003323
Archeologie van de Provinciaal-Romeinse Tijd,Michiel Dekoninck,5,A003321
Archeologie van de historische periodes,Wim De Clercq,5,A003301
Archeologie van het Nabije Oosten,Nadine Nys,5,A003303
Archeologie van het Oude Nabije Oosten: van het Proto-Neolithicum tot de Bronstijd,Peter Vandenabeele,5,A003325
Archeologisch projectmanagement,Guy De Mulder,3,A005434
Archeologische onderzoekstutorial: Archeologie van het Oude Nabije Oosten en de Phoenicisch-Punische wereld,Peter Vandenabeele,5,A005437
Archeologische onderzoekstutorial: Historische archeologie van noordwest Europa,Wim De Clercq,5,A005224
Archeologische onderzoekstutorial: Mediterrane archeologie,Roald Docter,5,A005226
Archeologische onderzoekstutorial: pre- en protohistorie,Guy De Mulder,5,A005223
Archeologische wetgeving en beleid,Guy De Mulder,5,A005433
Archeometrie,Mieke Adriaens,3,C004158
Archeometrie en fysische antropologie,Peter Vandenabeele,5,A005432
Architectural Criticism: Public Buildings,Maarten Liefooghe,4,E081420
Architectural Theory 1: Early Modern Foundations,Elizabeth Merrill,5,E080112
"Architectuur, discours en medialiteit",Maarten Van Den Driessche,4,E081840
Architectuuractualia,Maarten Van Den Driessche,3,E082015
Architectuurgeschiedenis 1: een lange moderniteit,Dirk De Meyer,6,E082610
Architectuurgeschiedenis 2: historiografische perspectieven op de 20ste eeuw,Johan Lagae,5,E082711
Architectuurontwerp 1,Sotiria Kornaropoulou,13,E081112
Architectuurontwerp 2,Jan Mannaerts,15,E081211
Architectuurontwerp 3,Hans Lust,15,E081311
Architectuurtheorie 2: hedendaagse discoursen,Maarten Liefooghe,5,E080211
Archivistiek: stage,Joke Verfaillie,5,A005091
Art Policy and Museum Studies,Jasper Delbecke,5,A005583
Art and Archaeology of South Asia,Daniela De Simone,5,A005649
Atoom- en molecuulfysica,Jonas Joos,5,C004222
Atoom- en molecuulfysica,Veronique Van Speybroeck,6,E025010
Audience Research ,Ralf De Wolf,6,K001390
Audio Engineering ,Dick Botteldooren,4,E022020
Audiovisual Language Techniques,Cynthia Van Hee,5,A704027
Audiovisual Translation: English-German,Christophe Wybraeke,5,A703126
Audiovisual Translation: English-Spanish,Alexandra Sanchez,5,A703125
Audiovisuele productietechnieken,Stijn Joye,9,K001422
Audiovisuele vertaling,Alexandra Sanchez,3,A703606
Audit,Vincent Compagnie,6,F000640
Auditieve neurowetenschappen 1,Bart Vinck,3,D013729
Auditieve neurowetenschappen 2,Hannah Keppler,4,D013884
Auditieve neurowetenschappen 2,Hannah Keppler,3,D013732
Auditieve revalidatie 1,Hannah Keppler,6,D013691
"Auditory Computation, Modelling and Devices",Sarah Verhulst,3,E092970
"Automaten, berekenbaarheid en complexiteit",Leo Storme,6,C003785
Automatenleer,Sabine Wittevrongel,6,E016020
Automotive Technology,Sebastian Verhelst,3,E061621
Autonomous Vehicle Perception,Jan Aelterman,3,E061670
Avionics: Electronics,Dries Vande Ginste,4,E030320
Bank Management,Martien Lamers,4,F710402
Bank- en financiewezen,Rudi Vander Vennet,5,F000600
Bantu Corpus Linguistics and Lexicography ,Gilles-Maurice de Schryver,5,A005117
"Basic Avian Sciences: Embryology, Physiology, Immunology, Breeding & Genetics",Gunther Antonissen,4,G000842
Basic Principles in Aquaculture Techniques,Annelies Declercq,4,I003023
Basics of Process Engineering,Frederik Ronsse,3,I002406
Basis industrieel ontwerpen,Lore Brosens,7,E610060
Basisbeginselen accounting,Evelien Opdecam,4,H002433
"Basisbegrippen van menselijke anatomie, weefselleer en celleer",Anne Vral,5,D012260
Basisbegrippen van recht,Gerd Verschelden,5,B001308
Basisgenetica,Olivier Vanakker,4,D012564
Basismodule wondzorg,Hilde Beele,6,D002372
BTW,Stefan Ruysschaert,3,F710318
BTW-wetgeving,Bart Peeters,6,B001692
Bachelor Project,Pascal Van Der Voort,15,C004005
Bachelor's Project,Michael Dunne,12,O000165
Bachelorpaper,Patrick Vyncke,6,K001391
Bachelorproef,Tom Claessens,6,E741053
Bachelorproef,Nico Van de Weghe,10,C003154
Bachelorproef,Gilles-Maurice de Schryver,10,A005329
Bachelorproef,Selien De Schryder,6,F001023
Bachelorproef,Elsy Verhofstadt,6,F710242
Bachelorproef,Greet Deruyter,6,E711043
Bachelorproef,Niko Verhoest,6,I002447
Bachelorproef,Bart Dessein,5,A005233
Bachelorproef,Johannes Cottyn,6,E630710
Bachelorproef,Peter Lauwers,6,A006735
Bachelorproef,Marjan Sterckx,10,A005321
Bachelorproef,Tom Claes,10,A005648
Bachelorproef,Aleksey Yudin,5,A003700
Bachelorproef,Stefaan Lambrecht,9,E731040
Bachelorproef,Marc Kruithof,4,B001674
Bachelorproef,Diederik Rousseau,6,I630056
Bachelorproef,Christophe Vandeviver,6,B001533
